activity_id,assay_id,molregno,smiles,standard_type,caco2_value,units,assay_description,canonical_smiles,papp_cms_caco2,log10_caco2
22935542,2083680,89526,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,Papp,6.1,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,6.099999999999999e-06,-5.214670164989233
22935543,2083680,480303,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,Papp,15.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,1.4999999999999999e-05,-4.823908740944319
22935544,2083680,2384829,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N)cn1,Papp,0.57,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N)cn1,5.699999999999999e-07,-6.2441251443275085
22935545,2083680,2295194,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N2CCCCCC2)cn1,Papp,0.1,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N2CCCCCC2)cn1,1e-07,-7.0
22935546,2083680,2380663,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,Papp,1.3,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,1.3e-06,-5.886056647693163
22935547,2083680,2291399,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,Papp,0.3,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,3e-07,-6.522878745280337
22935548,2083680,1370,CC(C)NCC(O)COc1cccc2ccccc12,Papp,49.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,CC(C)NCC(O)COc1cccc2ccccc12,4.9e-05,-4.309803919971486
22935549,2083680,255382,COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2cc(N)ccc12,Papp,1.4,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco2 cells at 20 uM after 2 hrs by LC-MS analysis,COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2cc(N)ccc12,1.4e-06,-5.853871964321762
22935938,2083846,2506423,COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,Papp,5.6,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,5.6e-06,-5.251811972993799
22935939,2083846,2494421,COC(=O)[C@@H]1CSCc2ccccc2C(=O)OC[C@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,Papp,0.8,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,COC(=O)[C@@H]1CSCc2ccccc2C(=O)OC[C@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,8e-07,-6.096910013008056
22935940,2083846,2507990,COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,Papp,2.9,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,2.8999999999999998e-06,-5.537602002101044
22935941,2083846,2507954,COC(=O)[C@@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,Papp,3.5,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,COC(=O)[C@@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,3.5e-06,-5.455931955649724
22935942,2083846,2508563,CO[C@H]1CN(C)C(=O)c2cc(C#N)ccc2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,Papp,1.89,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,CO[C@H]1CN(C)C(=O)c2cc(C#N)ccc2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,1.89e-06,-5.723538195826756
22935943,2083846,2504502,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@H](OC)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,Papp,23.08,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@H](OC)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,2.3079999999999996e-05,-4.636764195516307
22935944,2083846,2535626,CO[C@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,Papp,6.36,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,CO[C@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,6.36e-06,-5.196542884351586
22971614,2089567,789,COCCc1ccc(OCC(O)CNC(C)C)cc1,Papp,32.6,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,COCCc1ccc(OCC(O)CNC(C)C)cc1,3.26e-05,-4.486782399932061
22971615,2089567,12506,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Papp,0.0324,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3.24e-08,-7.489454989793388
22971616,2089567,1620,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,Papp,0.679,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,6.79e-07,-6.168130225719499
22971617,2089567,557141,CC(=O)c1cc2ccccc2s1,Papp,22.1,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,CC(=O)c1cc2ccccc2s1,2.2100000000000002e-05,-4.655607726314889
22971618,2089567,1838420,CCOC(=O)c1cc2ccc(OC)cc2o1,Papp,0.00247,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,CCOC(=O)c1cc2ccc(OC)cc2o1,2.47e-09,-8.607303046740334
22971619,2089567,2534589,COc1ccc2cc(C(=O)NCCN(C)C)oc2c1.CS(=O)(=O)O,Papp,9.34,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs LC-MS/MS analysis,COc1ccc2cc(C(=O)NCCN(C)C)oc2c1,9.339999999999999e-06,-5.029653123769907
22992567,2094271,2526230,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,permeability,96.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,9.600000000000001e-08,-7.017728766960432
22992546,2094271,2535622,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncccn2)c1OC,permeability,339.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncccn2)c1OC,3.39e-07,-6.4698003017969175
22992547,2094271,2522548,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C)cn2)c1OC,permeability,427.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C)cn2)c1OC,4.2700000000000005e-07,-6.369572124974976
22992548,2094271,2520982,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,permeability,443.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,4.4300000000000004e-07,-6.3535962737769305
22992549,2094271,2535610,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(OC)cn2)c1OC,permeability,339.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(OC)cn2)c1OC,3.39e-07,-6.4698003017969175
22992550,2094271,2516648,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(C)n2)c1OC,permeability,328.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(C)n2)c1OC,3.28e-07,-6.484126156288321
22992551,2094271,2513343,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(OC)n2)c1OC,permeability,248.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(OC)n2)c1OC,2.48e-07,-6.605548319173784
22992552,2094271,2528822,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(C)(C)O)cn2)c1OC,permeability,24.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(C)(C)O)cn2)c1OC,2.4000000000000003e-08,-7.619788758288394
22992553,2094271,2531822,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(=O)N(C)C)cn2)c1OC,permeability,24.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(=O)N(C)C)cn2)c1OC,2.4000000000000003e-08,-7.619788758288394
22992554,2094271,2513766,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(C)(O)C(F)(F)F)cn2)c1OC,permeability,16.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(C)(O)C(F)(F)F)cn2)c1OC,1.6e-08,-7.795880017344075
22992555,2094271,2536990,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(=O)N(CC)CC)cn2)c1OC,permeability,34.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C(=O)N(CC)CC)cn2)c1OC,3.4e-08,-7.468521082957745
22992556,2094271,2521429,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncc(C(C)(C)O)cn2)c1OC,permeability,20.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncc(C(C)(C)O)cn2)c1OC,2e-08,-7.698970004336019
22992557,2094271,2529371,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncc(C(=O)N(C)C)cn2)c1OC,permeability,22.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncc(C(=O)N(C)C)cn2)c1OC,2.2000000000000002e-08,-7.657577319177793
22992558,2094271,2536150,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C(C)(C)O)cn2)c1OC,permeability,146.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C(C)(C)O)cn2)c1OC,1.46e-07,-6.835647144215563
22992559,2094271,2514119,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C(=O)N(C)C)cn2)c1OC,permeability,98.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C(=O)N(C)C)cn2)c1OC,9.8e-08,-7.008773924307505
22992560,2094271,2533412,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(C)(C)O)cn2)c1OC,permeability,73.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(C)(C)O)cn2)c1OC,7.3e-08,-7.136677139879544
22992561,2094271,2522103,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(=O)N(C)C)cn2)c1OC,permeability,66.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(=O)N(C)C)cn2)c1OC,6.600000000000001e-08,-7.180456064458132
22992562,2094271,2534187,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(C)(C)O)nn2)c1OC,permeability,26.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(C)(C)O)nn2)c1OC,2.6e-08,-7.585026652029182
22992563,2094271,2529285,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(=O)N(C)C)nn2)c1OC,permeability,45.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccc(C(=O)N(C)C)nn2)c1OC,4.5000000000000006e-08,-7.346787486224656
22992564,2094271,2525606,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncccn2)c1OC,permeability,42.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncccn2)c1OC,4.2000000000000006e-08,-7.376750709602099
22992565,2094271,2516824,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C)cn2)c1OC,permeability,32.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C)cn2)c1OC,3.2e-08,-7.494850021680094
22992566,2094271,2516906,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(OC)cn2)c1OC,permeability,187.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(OC)cn2)c1OC,1.8700000000000002e-07,-6.728158393463501
22992568,2094271,2530351,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncccn2)c1OC,permeability,113.0,nm/s,Permeability from apical to basolateral side in human Caco-2 cells,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncccn2)c1OC,1.13e-07,-6.94692155651658
23144085,2100536,2571332,COc1cc(-n2cccn2)ccc1-c1nnc(N(C)C2CC(C)(C)NC(C)(C)C2)s1,Papp,13.8,10^-6 cm/s,Apparent permeability across apical to basolateral side in in human Caco-2 cells,COc1cc(-n2cccn2)ccc1-c1nnc(N(C)C2CC(C)(C)NC(C)(C)C2)s1,1.38e-05,-4.860120913598764
23144086,2100536,2561196,CN(c1nnc(-c2ccc(-c3cnn(C)c3)cc2O)s1)C1CC(C)(C)NC(C)(C)C1,Papp,2.4,10^-6 cm/s,Apparent permeability across apical to basolateral side in in human Caco-2 cells,CN(c1nnc(-c2ccc(-c3cnn(C)c3)cc2O)s1)C1CC(C)(C)NC(C)(C)C1,2.4e-06,-5.619788758288394
23144087,2100536,2540277,CN(c1nnc(-c2ccc(-c3ccn(C)c(=O)c3)cc2O)s1)C1CC(C)(C)NC(C)(C)C1,Papp,3.7,10^-6 cm/s,Apparent permeability across apical to basolateral side in in human Caco-2 cells,CN(c1nnc(-c2ccc(-c3ccn(C)c(=O)c3)cc2O)s1)C1CC(C)(C)NC(C)(C)C1,3.7e-06,-5.431798275933005
23146070,2101020,2476619,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2ccc(=O)n(C3CC3)c12,Papp,16.7,10^-6 cm/s,Apparent permeability of compound across apical to basolateral in human Caco2 cells at 10 uM after 2 hrs by LC-MS/MS analysis,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2ccc(=O)n(C3CC3)c12,1.67e-05,-4.777283528852417
23146071,2101020,2480426,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,Papp,2.51,10^-6 cm/s,Apparent permeability of compound across apical to basolateral in human Caco2 cells at 10 uM after 2 hrs by LC-MS/MS analysis,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,2.5099999999999997e-06,-5.600326278518962
23146072,2101020,2551012,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,Papp,23.1,10^-6 cm/s,Apparent permeability of compound across apical to basolateral in human Caco2 cells at 10 uM after 2 hrs by LC-MS/MS analysis,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,2.31e-05,-4.636388020107856
23146073,2101020,2546556,C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,Papp,2.7,10^-6 cm/s,Apparent permeability of compound across apical to basolateral in human Caco2 cells at 10 uM after 2 hrs by LC-MS/MS analysis,C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,2.7e-06,-5.568636235841013
23146074,2101020,2550365,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,Papp,20.0,10^-6 cm/s,Apparent permeability of compound across apical to basolateral in human Caco2 cells at 10 uM after 2 hrs by LC-MS/MS analysis,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,1.9999999999999998e-05,-4.698970004336019
23149580,2101749,2563950,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C)C2=O)c1F,permeability,6.4,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C)C2=O)c1F,6.4e-06,-5.1938200260161125
23149581,2101749,2541944,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(CCO)C2=O)c1F,permeability,5.5,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(CCO)C2=O)c1F,5.5e-06,-5.259637310505756
23149582,2101749,2567567,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N([C@@H]3CCC[C@H]3O)C2=O)c1F,permeability,3.3,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N([C@@H]3CCC[C@H]3O)C2=O)c1F,3.2999999999999997e-06,-5.481486060122113
23149583,2101749,2571928,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(CCN3CCN(C)CC3)C2=O)c1F,permeability,1.0,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(CCN3CCN(C)CC3)C2=O)c1F,1e-06,-6.0
23149584,2101749,2543579,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C3CCN(C)CC3)C2=O)c1F,permeability,1.1,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C3CCN(C)CC3)C2=O)c1F,1.1e-06,-5.958607314841775
23149585,2101749,2559946,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C3CC3)C2=O)c1F,permeability,7.5,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ccc4c3N(C3CC3)C2=O)c1F,7.499999999999999e-06,-5.1249387366083
23149586,2101749,2557606,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ncc4c3N(C)C2=O)c1F,permeability,8.1,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]ncc4c3N(C)C2=O)c1F,8.099999999999999e-06,-5.0915149811213505
23149587,2101749,2567883,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]cnc4c3N(C)C2=O)c1F,permeability,6.8,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4[nH]cnc4c3N(C)C2=O)c1F,6.799999999999999e-06,-5.167491087293763
23149588,2101749,2550737,COc1cc(OC)c(F)c(N2Cc3cnc4c(c3N(C)C2=O)CC(=O)N4)c1F,permeability,3.4,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,COc1cc(OC)c(F)c(N2Cc3cnc4c(c3N(C)C2=O)CC(=O)N4)c1F,3.3999999999999996e-06,-5.468521082957745
23149589,2101749,2547750,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3c(c21)CC(=O)N3,permeability,5.7,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3c(c21)CC(=O)N3,5.7e-06,-5.2441251443275085
23149590,2101749,2562139,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]ncc3c21,permeability,8.3,10^-6 cm/s,Permeability across apical to basolateral membrane in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]ncc3c21,8.3e-06,-5.080921907623926
23163139,2104193,1281811,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,Papp,54.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 by LC-MS analysis,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,5.4e-05,-4.267606240177032
23163140,2104193,2552107,Cc1cc(C(C)NC(=O)c2[nH]cc(Cc3ccc(C(F)(F)F)nc3)c2C)no1,Papp,48.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 by LC-MS analysis,Cc1cc(C(C)NC(=O)c2[nH]cc(Cc3ccc(C(F)(F)F)nc3)c2C)no1,4.8e-05,-4.318758762624412
23163142,2104193,2542403,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Papp,17.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 by LC-MS analysis,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,1.7e-05,-4.769551078621726
23163143,2104193,2570228,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Papp,22.0,10^-6 cm/s,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 by LC-MS analysis,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,2.2e-05,-4.657577319177793
