activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
16895712,1639067,2192522,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)N(CC(=O)O)CP(=O)(O)O)cc2)c(F)c1)C(=O)N=C(N)N,Papp,1.65,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895713,1639067,2104461,COCCNC(=O)NS(=O)(=O)c1ccc(Oc2c(F)cc(/C=C(\C)C(=O)N=C(N)N)cc2F)cc1,Papp,0.2,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895714,1639067,2139765,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)NC(=O)NC(CC(=O)O)C(=O)O)cc2)c(F)c1)C(=O)N=C(N)N,Papp,0.1,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895715,1639067,2142464,NC(N)=Nc1nc(-c2ccc(N3CCN(CC(=O)O)CC3)cc2)c2cc(Cl)ccc2n1,Papp,0.1,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895716,1639067,2116130,NC(N)=Nc1nc(-c2cccc(N3CCN(CCCC(=O)O)CC3)c2)c2cc(Cl)ccc2n1.O=C(O)C(F)(F)F,Papp,0.4,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895717,1639067,2118931,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)NCCCS(=O)(=O)O)cc2)c(F)c1)C(=O)N=C(N)N,Papp,0.45,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895718,1639067,2154117,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)N(CC(=O)O)CP(=O)(O)O)cc2)C1,Papp,0.2,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895719,1639067,2154505,NC(N)=Nc1nc(-c2ccc(N3CCN(CCCC(=O)O)CC3)cc2)c2cc(Cl)ccc2n1,Papp,0.27,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895720,1639067,2128239,CCNC(=O)NS(=O)(=O)c1ccc(Oc2c(F)cc(/C=C(\C)C(=O)N=C(N)N)cc2F)cc1,Papp,0.45,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895721,1639067,2137937,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)NC(=O)NCCN(C)C)cc2)c(F)c1)C(=O)N=C(N)N,Papp,0.4,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
16895722,1639067,2125280,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)Nc3ccc(P(=O)(O)O)cc3)cc2)C1,Papp,0.2,ucm/s,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
18279528,1709544,2260638,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)cs3)[nH]c(=O)c2C#N)c1,permeability,9.1,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279529,1709544,2261706,COc1ccccc1-c1nc(SC(C(N)=O)c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)[nH]c(=O)c1C#N,permeability,1.7,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279563,1709544,2258442,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.42,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279564,1709544,2259677,COc1ccccc1-c1nc(SC(C(N)=O)c2nc(-c3cccc([N+](=O)[O-])c3)cs2)[nH]c(=O)c1C#N,permeability,3.1,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279565,1709544,2258980,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc([N+](=O)[O-])c4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.46,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279566,1709544,2260418,CCOc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.73,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279567,1709544,2260277,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.11,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279568,1709544,2259177,CCOc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.07,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279569,1709544,2260498,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,permeability,4.6,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279570,1709544,2259103,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCC(=O)Nc2nc(-c3cc(Cl)c(N)c(Cl)c3)cs2)[nH]c1=O,permeability,0.88,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279571,1709544,2259241,N#Cc1c(-c2cccc(OC(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,permeability,3.2,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279572,1709544,2258289,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cccc(Br)c4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.94,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279573,1709544,2261564,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc(-c5cccnc5F)c4)cs3)[nH]c(=O)c2C#N)c1,permeability,0.04,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279574,1709544,2259363,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)c[nH]3)[nH]c(=O)c2C#N)c1,permeability,2.8,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279575,1709544,2258753,CCOc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)c[nH]3)[nH]c(=O)c2C#N)c1,permeability,7.1,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279576,1709544,2260138,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)c[nH]3)[nH]c(=O)c2C#N)c1,permeability,0.34,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279577,1709544,1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,permeability,16.2,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279578,1709544,27609,Clc1cccc(Cl)c1NC1=NCCN1,permeability,5.9,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279579,1709544,374052,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,permeability,2.8,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18279580,1709544,381693,Cn1c(=O)c2[nH]cnc2n(C)c1=O,permeability,0.13,ucm/s,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
18284303,1710975,2261121,Oc1cccc2ccc(-c3cc4ccccc4[nH]3)nc12,permeability,8,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284304,1710975,2257978,Oc1cccc2ccc(-c3cc4cc(F)ccc4[nH]3)nc12,permeability,10.6,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284305,1710975,2259353,Oc1cccc2ccc(-c3cc4cc(Cl)ccc4[nH]3)nc12,permeability,9.8,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284306,1710975,2261495,Oc1ccc2[nH]c(-c3ccc4cccc(O)c4n3)cc2c1,permeability,14.8,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284307,1710975,2260463,COc1cc2cc(-c3ccc4cccc(O)c4n3)[nH]c2cc1OC,permeability,5.2,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284308,1710975,2261687,COc1cc2[nH]c(-c3ccc4cccc(O)c4n3)cc2cc1O,permeability,12.1,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284309,1710975,2260322,Oc1cccc2ccc(-c3cc4ccc5c(c4[nH]3)OCO5)nc12,permeability,5.9,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284310,1710975,2260470,Oc1c(Cl)cc(Cl)c2ccc(-c3cc4ccccc4[nH]3)nc12,permeability,6.6,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284311,1710975,2259078,Oc1c(Cl)cc(Cl)c2ccc(-c3cc4cc(F)ccc4[nH]3)nc12,permeability,5.3,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284312,1710975,2259218,Oc1c(Cl)cc(Cl)c2ccc(-c3cc4cc(Cl)ccc4[nH]3)nc12,permeability,5.6,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284313,1710975,2257842,Oc1ccc2[nH]c(-c3ccc4c(Cl)cc(Cl)c(O)c4n3)cc2c1,permeability,10.2,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284314,1710975,2257997,COc1cc2cc(-c3ccc4c(Cl)cc(Cl)c(O)c4n3)[nH]c2cc1OC,permeability,3.9,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284315,1710975,2261285,COc1cc2[nH]c(-c3ccc4c(Cl)cc(Cl)c(O)c4n3)cc2cc1O,permeability,8.4,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284316,1710975,2261426,Oc1c(Cl)cc(Cl)c2ccc(-c3cc4cc5c(cc4[nH]3)OCO5)nc12,permeability,4.9,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284317,1710975,2260045,Oc1ccc(-c2cc3ccccc3[nH]2)c2cccnc12,permeability,12.8,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284318,1710975,2259011,Oc1ccc2[nH]c(-c3ccc(O)c4ncccc34)cc2c1,permeability,9.1,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284319,1710975,2260400,Oc1ccc2[nH]c(-c3cc(Cl)c(O)c4ncccc34)cc2c1,permeability,6.8,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284324,1710975,6216,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,permeability,5.9,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18284325,1710975,374052,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,permeability,1.1,10'-6 cm/s,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
18291223,1712643,2257453,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5c(N)c6c(nc45)CCCC6)CC3)c2c1,Peff,4.43,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291224,1712643,2260742,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(N)c6c(nc5c4)CCCC6)CC3)c2c1,Peff,2.99,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291225,1712643,2261608,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5nc6c(c(N)c5c4)CCCC6)CC3)c2c1,Peff,3.55,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291226,1712643,2258335,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,Peff,5.11,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291227,1712643,2258177,N#Cc1ccc2[nH]cc(C(=O)CCCN3CCN(c4cccc5c(N)c6c(nc45)CCCC6)CC3)c2c1,Peff,1.61,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291228,1712643,2259568,N#Cc1ccc2[nH]cc(C(=O)CCCN3CCN(c4ccc5c(N)c6c(nc5c4)CCCC6)CC3)c2c1,Peff,1.68,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291229,1712643,2259136,N#Cc1ccc2[nH]cc(C(=O)CCCN3CCN(c4ccc5nc6c(c(N)c5c4)CCCC6)CC3)c2c1,Peff,1.04,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291230,1712643,2260529,N#Cc1ccc2[nH]cc(C(=O)CCCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,Peff,1.33,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291231,1712643,2260380,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCC6)CC3)c2c1,Peff,4.38,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291232,1712643,2261750,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCCCC6)CC3)c2c1,Peff,3.97,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291233,1712643,2261867,CC(=O)Nc1c2c(nc3cccc(N4CCN(CCCCc5c[nH]c6ccc(C#N)cc56)CC4)c13)CCCC2,Peff,1.92,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291234,1712643,2258603,N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,Peff,4.48,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
18291235,1712643,2257423,N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,Peff,5.46,10'-6 cm/s,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
