activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
24830855,2229260,2745026,CCNc1ccc2c(=O)c3cccc(F)c3oc2c1,permeability,0.36,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830856,2229260,2776411,CCNc1ccc2c(=O)c3cccc(Cl)c3oc2c1,permeability,6.73,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830857,2229260,2768814,CCN(CC)c1ccc2c(=O)c3cccc(Cl)c3oc2c1,permeability,0.54,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830858,2229260,2756106,O=c1c2ccc(N3CCCC3)cc2oc2c(F)cccc12,permeability,0.95,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830859,2229260,2761823,O=c1c2ccc(N3CCCC3)cc2oc2c(Cl)cccc12,permeability,0.24,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830860,2229260,2780413,O=C1CCCN1c1ccc2c(=O)c3cccc(F)c3oc2c1,permeability,2.09,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830861,2229260,2779037,O=c1c2ccc(N3CCCCC3)cc2oc2c(Cl)cccc12,permeability,0.49,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830862,2229260,2753797,O=c1c2ccc(N3CCCCCC3)cc2oc2c(F)cccc12,permeability,1.64,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830863,2229260,2775783,O=c1c2ccc(N3CCOCC3)cc2oc2c(F)cccc12,permeability,1.8,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830864,2229260,2743936,CN1CCN(c2ccc3c(=O)c4cccc(F)c4oc3c2)CC1,permeability,0.08,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830865,2229260,2769378,O=c1c2cnc(N3CCCC3)cc2oc2c(Cl)cccc12,permeability,6.94,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830866,2229260,2754028,O=c1c2ccc(N3CCCC3)nc2oc2c(F)cccc12,permeability,9.1,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830867,2229260,2769087,O=C(O)c1cc2c(=O)c3cccc(Cl)c3oc2cc1N1CCCC1,permeability,8.64,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830868,2229260,2742132,O=c1c2ccc(N3CCC(O)C3)cc2oc2c(F)cccc12,permeability,1.49,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830869,2229260,2780438,NC1CCN(c2ccc3c(=O)c4cccc(F)c4oc3c2)C1,permeability,0.79,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830870,2229260,2755420,O=C(O)C1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,2.27,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830871,2229260,2741002,O=C(O)C1CCCN1c1ccc2c(=O)c3cccc(Cl)c3oc2c1,permeability,2.79,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830872,2229260,2759410,O=C(O)CC1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,1.55,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830873,2229260,2778165,O=C(O)C1CCCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,2.43,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830874,2229260,2779246,O=C(O)C1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3n2)C1,permeability,1.55,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830875,2229260,2767830,Clc1cccc2c1Oc1cc(N3CCCC3)ccc1C2,permeability,0.36,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830877,2229260,2777145,OC1(C(F)(F)F)c2ccc(N3CCCC3)cc2Oc2c(Cl)cccc21,permeability,6.73,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830878,2229260,2768834,Clc1cccc2c1Oc1cc(N3CCCC3)ccc1C2C1COC1,permeability,0.09,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830879,2229260,2757297,CC1c2ccc(N3CCCC3)cc2Oc2c(Cl)cccc21,permeability,0.015,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830880,2229260,2752596,O=C(O)C1CCN(c2ccc3c(c2)Oc2c(Cl)cccc2S3(=O)=O)C1,permeability,1.26,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830881,2229260,2760795,O=C1Nc2ccc(N3CCCC3)cc2Oc2c(Cl)cccc21,permeability,2.09,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830882,2229260,2754041,O=C1Nc2ccc(N3CCC(C(=O)O)C3)cc2Oc2c(Cl)cccc21,permeability,1,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830883,2229260,2766089,O=C1Nc2cccc(Cl)c2Oc2cc(N3CCC(C(=O)O)C3)ccc21,permeability,1.64,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830884,2229260,2765891,CC1(C(=O)O)CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,2.03,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830885,2229260,2755440,O=C(O)C1(C(F)(F)F)CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,1.78,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830886,2229260,2767245,CC1(C)CN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)CC1C(=O)O,permeability,0.98,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830888,2229260,2772001,O=C(O)C1CCN(c2cc3oc4c(Cl)cccc4c(=O)c3cn2)C1,permeability,0.96,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830890,2229260,2743635,O=C(O)C1CCN(c2cc3oc4c(Cl)cccc4c(=O)c3cc2Cl)C1,permeability,1.59,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830891,2229260,2777276,Cc1cc2c(=O)c3cccc(Cl)c3oc2cc1N1CCC(C(=O)O)C1,permeability,1.34,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830893,2229260,2772066,O=C(O)C1CCN(c2ccc3c(=O)c4c(F)ccc(Cl)c4oc3c2)C1,permeability,1.83,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830894,2229260,2762909,O=C(O)C1CCN(c2ccc3c(=O)c4c(Cl)ccc(Cl)c4oc3c2)C1,permeability,1.72,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830895,2229260,2751486,Cc1ccc(Cl)c2oc3cc(N4CCC(C(=O)O)C4)ccc3c(=O)c12,permeability,0.59,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830896,2229260,2758535,O=C(O)C1CCN(c2ccc3c(=O)c4c(C(F)(F)F)ccc(Cl)c4oc3c2)C1,permeability,1.18,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830897,2229260,2753528,N#Cc1ccc(Cl)c2oc3cc(N4CCC(C(=O)O)C4)ccc3c(=O)c12,permeability,0.8,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830898,2229260,2758643,O=C(O)C1CCN(c2ccc3c(=O)c4c(O)ccc(Cl)c4oc3c2)C1,permeability,0.53,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830899,2229260,2777634,COc1ccc(Cl)c2oc3cc(N4CCC(C(=O)O)C4)ccc3c(=O)c12,permeability,0.68,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830900,2229260,2747950,CCOc1ccc(Cl)c2oc3cc(N4CCC(C(=O)O)C4)ccc3c(=O)c12,permeability,0.7,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830901,2229260,2779112,O=C(O)[C@@H]1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,2.82,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830902,2229260,2774031,O=C(O)[C@H]1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,3.02,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24830903,2229260,2742022,O=C(O)[C@H]1CCN(c2ccc3c(=O)c4c(Cl)ccc(Cl)c4oc3c2)C1,permeability,1.19,10^-6 cm/s,Permeability of the compound by PAMPA analysis
24842526,2232062,2762019,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,permeability,5.9,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842527,2232062,2747605,N#Cc1cccnc1N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1,permeability,25,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842528,2232062,2765029,COc1ccc(N2CCN(CCCN3CCN(c4ncccc4C#N)CC3)CC2)cc1,permeability,24,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842529,2232062,2754108,COc1ccccc1N1CCN(CCCN2CCN(c3ncccc3C#N)CC2)CC1,permeability,20,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842530,2232062,2750225,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccc3)CC2)CC1,permeability,11,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842531,2232062,2744795,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1,permeability,20,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842532,2232062,2744855,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,permeability,23,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842533,2232062,2766322,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,permeability,23,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842534,2232062,2749919,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccn3)CC2)CC1,permeability,8.7,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842535,2232062,2760154,O=C(c1ccccn1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,permeability,17,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842536,2232062,2768059,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,permeability,14,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842537,2232062,2776928,N#Cc1cccnc1N1CCN(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,permeability,7.9,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842538,2232062,2780612,COc1ccccc1N1CCN(CCN2CCN(C(=O)c3nn(C)c4ccccc34)CC2)CC1,permeability,13,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842539,2232062,2771254,Cn1nc(C(=O)N2CCN(CCN3CCN(c4cccc(Cl)c4Cl)CC3)CC2)c2ccccc21,permeability,6.8,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842540,2232062,2773234,COc1ccccc1N1CCN(CCCNC(=O)c2cnccn2)CC1,permeability,25,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842541,2232062,2742158,N#Cc1cccnc1N1CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1,permeability,14,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842542,2232062,2773029,N#Cc1cccnc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,permeability,12,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842543,2232062,2744050,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1,permeability,9.4,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842544,2232062,2046,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,permeability,0,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842545,2232062,62615,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,permeability,0.3,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842546,2232062,10685,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,permeability,0,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842547,2232062,9372,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,permeability,21,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24842548,2232062,6216,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,permeability,9.6,10^-6 cm/s,Permeability of compound at pH 7.4 by PAMPA assay
24850052,2233928,2753532,N#Cc1ccc(-c2ccc3c(ccc(=O)n3CCN3CCCCC3)c2)cc1,permeability,8.3,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850053,2233928,2749149,N#Cc1ccc(-c2ccc3c(ccc(=O)n3CC(=O)N3CCCCC3)c2)cc1,permeability,16.1,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850054,2233928,2767569,N#Cc1ccc(Oc2ccc3c(ccc(=O)n3CCN3CCCCC3)c2)cc1,permeability,3.7,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850055,2233928,2741321,N#Cc1ccc(COc2ccc3nc(C(=O)N4CCNCC4)ccc3c2)cc1,permeability,2.7,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850056,2233928,2136027,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cc3)ccc2n1)N1CCNCC1,permeability,2.1,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850057,2233928,2181148,O=C(c1ccc2cc(Oc3ccc(S(=O)(=O)C(F)(F)F)cc3)ccc2n1)N1CCNCC1,permeability,0.8,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850058,2233928,2102901,O=C(c1ccc2cc(Oc3ccc(C(F)F)cn3)ccc2n1)N1CCNCC1,permeability,3.3,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850059,2233928,2166564,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,permeability,4.7,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850060,2233928,2133405,O=C(c1ccc2cc(Oc3ccc(OC(F)(F)F)cn3)ccc2n1)N1CCNCC1,permeability,5.1,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850061,2233928,2137769,O=C(c1ccc2cc(Oc3cnc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,permeability,3.8,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850062,2233928,2127067,O=C(c1ccc2cc(Oc3ncc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,permeability,1.5,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850063,2233928,2155488,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNC(C(F)(F)F)C1,permeability,24.3,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850064,2233928,2105428,O=C(N[C@@H]1CCOC1=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,32.7,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850065,2233928,2159551,O=C(NC1CCC1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,3.4,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850066,2233928,2138803,O=C(N[C@H]1C[C@@H](O)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,19.5,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850067,2233928,2152220,O=C(NC1CC(F)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,16.7,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850068,2233928,2178484,O=C(NC1CC(F)(F)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,12.1,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850069,2233928,2148533,CS(=O)(=O)CCNC(=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,18,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850070,2233928,2144736,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCC1,permeability,66.1,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850071,2233928,2143390,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC(F)(F)C1,permeability,3.04,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850072,2233928,2157112,CS(=O)(=O)C1CN(C(=O)c2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)C1,permeability,21.5,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850073,2233928,2105955,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCCC1,permeability,26.3,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850074,2233928,2119641,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@H](F)C1,permeability,31.6,10^-6 cm/s,Permeability of the compound by PAMPA assay
24850075,2233928,2180256,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@@H](F)C1,permeability,22.9,10^-6 cm/s,Permeability of the compound by PAMPA assay
24852724,2234319,2766882,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1,permeability,2.4,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852725,2234319,2767614,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CC1,permeability,2.3,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852726,2234319,2774517,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,permeability,2.6,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852727,2234319,2762703,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(-c3ccc(Cl)c(Cl)c3)cc2)CC1,permeability,2.8,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852728,2234319,2741167,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,permeability,1.9,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852729,2234319,2771915,CCCCc1ccc(S(=O)(=O)N2CCN(C(=O)Oc3ccc([N+](=O)[O-])cc3)CC2)cc1,permeability,2.6,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852730,2234319,2770702,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CC1,permeability,3.1,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852731,2234319,2746661,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3cccc(Cl)c3)cc2)CC1,permeability,2.3,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852732,2234319,2774768,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,permeability,2.4,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852733,2234319,2744848,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ncc(C(F)(F)F)cc3Cl)cc2)CC1,permeability,2.3,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24852734,2234319,2770074,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ccccc3Cl)cc2)CC1,permeability,2.7,10^-7 cm/s,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
24855324,2234796,2768317,CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCc2ccc(C)cc2)NC(=O)[C@H](CCc2ccccc2)NC1=O,permeability,22,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855325,2234796,2751658,CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCC(F)(F)F)NC(=O)[C@H](CCc2ccccc2)NC1=O,permeability,151,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855326,2234796,2765343,O=C(NCC(F)(F)F)[C@@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,214,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855327,2234796,2753248,O=C(NCC(F)(F)F)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,187,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855328,2234796,2746780,O=C(NCC(F)(F)F)[C@@H]1COCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,120,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855329,2234796,2765194,O=C(NCC(F)F)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,72,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855330,2234796,2762584,O=C(NCC1CC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,103,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855331,2234796,2766596,Cn1cc(CNC(=O)[C@@H]2CCCCOc3cccc(c3)C[C@H](N3CCCC3=O)C(=O)N[C@@H](CCc3ccccc3)C(=O)N2)cn1,permeability,11,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855332,2234796,2754055,O=C1N[C@H](c2nnc(C(F)(F)F)o2)CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@H]1CCc1ccccc1,permeability,160,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855333,2234796,2776298,O=C1N[C@H](c2nnc(C(F)(F)F)[nH]2)CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@H]1CCc1ccccc1,permeability,82,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855334,2234796,2750670,O=C(NC1(C(F)(F)F)CC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,145,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855335,2234796,2745990,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,permeability,151,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855336,2234796,2771376,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](COc2ccccc2)C(=O)N1,permeability,208,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855337,2234796,2779173,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccc(F)cc2)C(=O)N1,permeability,212,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855338,2234796,2769907,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCN2CCC(F)(F)CC2)C(=O)N1,permeability,133,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855339,2234796,2744545,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1,permeability,15,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855340,2234796,2769333,CC1(C)Cc2cccc(c2)OCCCC[C@@H](C(=O)NC2CCCC2)NC(=O)[C@H](CCN2CCOCC2)NC1=O,permeability,269,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855341,2234796,2770155,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)CC2(COC2)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1,permeability,89,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855342,2234796,2745499,CN[C@H]1Cc2cccc(c2)OCCCC[C@@H](C(=O)NC2CCCC2)NC(=O)[C@H](CCN2CCOCC2)NC1=O,permeability,0,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855343,2234796,2758463,CN(C)[C@H]1Cc2cccc(c2)OCCCC[C@@H](C(=O)NC2CCCC2)NC(=O)[C@H](CCN2CCOCC2)NC1=O,permeability,20,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24855344,2234796,2769311,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCC2)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1,permeability,0,nm/s,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
24860520,2236063,2772069,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,permeability,0.18,nm/s,Permeability of compound in pH 7.4 phosphate buffered saline at 10 uM measured after 4 hrs by PAMPA
24860521,2236063,2776658,O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,permeability,0.38,nm/s,Permeability of compound in pH 7.4 phosphate buffered saline at 10 uM measured after 4 hrs by PAMPA
